codigo_aeronave,codigo_operador,equipamento,fabricante,modelo,tipo_motor,quantidade_motores,peso_maximo_decolagem,quantidade_assentos,ano_fabricacao,pais_registro,categoria_aviacao,fase_operacao,tipo_operacao,nivel_dano,quantidade_fatalidades,classificacao,tipo,localidade,uf,pais,quantidade_recomendacoes,aeronaves_envolvidas,dia,mes,ano,periodo_mes,dia_semana,periodo_semana,hora,periodo_dia
12452,279,AVIÃO,XAVANTE,A-122-B,PISTÃO,1.0,840,2.0,1971.0,BRASIL,INSTRUÇÃO,POUSO,INSTRUÇÃO,DESTRUÍDA,2,ACIDENTE,PERDA DE CONTROLE EM VOO,SÃO JOSÉ DOS CAMPOS,SP,BRASIL,11,1,15,3,2007,meio,3,semana,14,tarde
12453,3992,AVIÃO,COMMANDER,112,PISTÃO,1.0,1157,4.0,1974.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,DESTRUÍDA,0,ACIDENTE,FALHA DO MOTOR EM VOO,LONDRINA,PR,BRASIL,2,1,26,1,2007,fim,4,semana,22,noite
12454,6009,AVIÃO,CHINCUL SACAIFI,PA-25-235,PISTÃO,1.0,1315,1.0,1993.0,BRASIL,AGRÍCOLA,NAVEGAÇÃO A BAIXA ALTURA,AGRÍCOLA,DESTRUÍDA,0,ACIDENTE,PERDA DE CONTROLE EM VOO,MIRACATU,SP,BRASIL,0,1,16,3,2007,meio,4,semana,11,manha
12454,6009,AVIÃO,CHINCUL SACAIFI,PA-25-235,PISTÃO,1.0,1315,1.0,1993.0,BRASIL,AGRÍCOLA,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,MIRACATU,SP,BRASIL,0,1,17,11,2015,meio,1,semana,15,tarde
12455,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1550,1.0,1998.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,DESTRUÍDA,1,ACIDENTE,PERDA DE CONTROLE EM VOO,TAPURAH,MT,BRASIL,7,1,30,1,2007,fim,1,semana,20,noite
12456,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,2002.0,BRASIL,PARTICULAR,NAVEGAÇÃO A BAIXA ALTURA,PRIVADA,DESTRUÍDA,1,ACIDENTE,PERDA DE CONTROLE EM VOO,GUIRATINGA,MT,BRASIL,0,1,18,1,2007,meio,3,semana,21,noite
12457,624,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073,7.0,1981.0,BRASIL,TÁXI AÉREO,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,MANAUS,AM,BRASIL,5,1,26,2,2007,fim,0,semana,21,noite
12489,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,PISTÃO,1.0,1633,6.0,1976.0,BRASIL,PARTICULAR,OUTRA FASE,PRIVADA,DESTRUÍDA,0,ACIDENTE,INDETERMINADA,PASSOS,MG,BRASIL,0,1,10,7,2011,inicio,6,fds,16,tarde
12490,3833,AVIÃO,AIRCRAFT INDUSTRIES,L410UVP-E20,TURBOÉLICE,2.0,6600,21.0,2010.0,BRASIL,REGULAR,DECOLAGEM,REGULAR,DESTRUÍDA,16,ACIDENTE,FALHA DO MOTOR EM VOO,RECIFE,PE,BRASIL,23,1,13,7,2011,meio,2,semana,9,manha
12499,3992,AVIÃO,EMBRAER,EMB-810D,PISTÃO,2.0,2155,6.0,1983.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,COM TREM DE POUSO,FORTALEZA,CE,BRASIL,0,1,16,4,2012,meio,0,semana,22,noite
12500,3992,ULTRALEVE,PAULO CESAR CASTRO MOURA,DYNAMIC WT-9,PISTÃO,1.0,560,2.0,2010.0,BRASIL,EXPERIMENTAL,MANOBRA,EXPERIMENTAL,SUBSTANCIAL,1,ACIDENTE,INDETERMINADA,TEÓFILO OTONI,MG,BRASIL,0,1,17,5,2011,meio,1,semana,14,tarde
12506,265,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1993.0,BRASIL,INSTRUÇÃO,APROXIMAÇÃO FINAL,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,PORTO VELHO,RO,BRASIL,2,1,12,7,2011,meio,1,semana,21,noite
12516,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,PISTÃO,1.0,1202,4.0,1976.0,BRASIL,PARTICULAR,CIRCUITO DE TRÁFEGO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PANE SECA,CÁCERES,MT,BRASIL,1,1,14,7,2011,meio,3,semana,10,manha
12520,3992,ULTRALEVE,FLYER INDUSTRIA AERONAUTICA LTDA,RV-9A,PISTÃO,1.0,750,2.0,2008.0,BRASIL,EXPERIMENTAL,POUSO,EXPERIMENTAL,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,BRASÍLIA,DF,BRASIL,0,1,16,5,2011,meio,0,semana,12,manha
12527,401,HELICÓPTERO,ROBINSON HELICOPTER,R22,PISTÃO,1.0,621,2.0,2001.0,BRASIL,INSTRUÇÃO,PAIRADO,INSTRUÇÃO,SUBSTANCIAL,0,INCIDENTE GRAVE,POUSO BRUSCO,BIRITIBA-MIRIM,SP,BRASIL,0,1,22,3,2013,fim,4,semana,18,tarde
12528,3992,HELICÓPTERO,HELIBRAS,AS 350 B2,TURBOEIXO,1.0,2250,6.0,2011.0,BRASIL,PARTICULAR,SUBIDA,PRIVADA,SUBSTANCIAL,3,ACIDENTE,CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO,JARAGUÁ DO SUL,SC,BRASIL,0,1,15,7,2011,meio,4,semana,12,manha
12530,3992,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2449,6.0,1975.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0,INCIDENTE GRAVE,COM TREM DE POUSO,BRASÍLIA,DF,BRASIL,0,1,19,7,2011,meio,1,semana,20,noite
12541,3992,HELICÓPTERO,ROBINSON HELICOPTER,R22,PISTÃO,1.0,621,2.0,1998.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,POUSO BRUSCO,GOIÂNIA,GO,BRASIL,0,1,26,7,2011,fim,1,semana,12,manha
12556,4630,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,2.0,5307,14.0,2003.0,BRASIL,TÁXI AÉREO,POUSO,TÁXI AÉREO,SUBSTANCIAL,0,INCIDENTE GRAVE,POUSO BRUSCO,RIO DE JANEIRO,RJ,BRASIL,0,1,26,8,2011,fim,4,semana,17,tarde
12556,3897,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,2.0,5307,14.0,2003.0,BRASIL,TÁXI AÉREO,DECOLAGEM VERTICAL,TÁXI AÉREO,NENHUM,0,INCIDENTE GRAVE,OUTROS TIPOS,MACAÉ,RJ,BRASIL,0,1,28,6,2015,fim,6,fds,11,manha
12567,5159,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,2003.0,BRASIL,AGRÍCOLA,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,SÃO CARLOS,SP,BRASIL,0,1,9,8,2011,inicio,1,semana,14,tarde
12568,4784,AVIÃO,CESSNA AIRCRAFT,150F,PISTÃO,1.0,726,2.0,1966.0,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,NENHUM,0,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,BELO HORIZONTE,MG,BRASIL,0,1,11,8,2011,meio,3,semana,13,tarde
12570,4630,HELICÓPTERO,AGUSTA,AW139,TURBOEIXO,2.0,6400,14.0,2007.0,BRASIL,TÁXI AÉREO,SUBIDA,TÁXI AÉREO,DESTRUÍDA,4,ACIDENTE,PERDA DE COMPONENTE EM VOO,MACAÉ,RJ,BRASIL,1,1,19,8,2011,meio,4,semana,19,noite
12576,3992,AVIÃO,BEECH AIRCRAFT,36,PISTÃO,1.0,1633,6.0,1969.0,BRASIL,PARTICULAR,POUSO,PRIVADA,NENHUM,0,INCIDENTE GRAVE,OUTROS TIPOS,PIRAÍ DO SUL,PR,BRASIL,0,1,5,4,2015,inicio,6,fds,21,noite
12581,3992,AVIÃO,CESSNA AIRCRAFT,U206G,PISTÃO,1.0,1633,6.0,1977.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,LEVE,0,ACIDENTE,COLISÃO DE AERONAVES EM VOO,CORUMBÁ,MS,BRASIL,4,2,10,6,2011,inicio,4,semana,20,noite
12606,3897,HELICÓPTERO,AGUSTA,AW139,TURBOEIXO,2.0,6800,14.0,2009.0,BRASIL,TÁXI AÉREO,CRUZEIRO,TÁXI AÉREO,NENHUM,0,INCIDENTE GRAVE,PERDA DE COMPONENTE EM VOO,MACAÉ,RJ,BRASIL,0,1,24,3,2015,fim,1,semana,16,tarde
12615,4468,AVIÃO,CESSNA AIRCRAFT,U206G,PISTÃO,1.0,1633,6.0,1981.0,BRASIL,TÁXI AÉREO,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,0,ACIDENTE,POUSO LONGO,AMAJARI,RR,BRASIL,4,1,11,8,2011,meio,3,semana,17,tarde
12618,2532,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,622,2.0,1991.0,BRASIL,INSTRUÇÃO,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,CAJAMAR,SP,BRASIL,0,1,27,8,2014,fim,2,semana,15,tarde
12618,308,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,622,2.0,1991.0,BRASIL,INSTRUÇÃO,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,RIO DE JANEIRO,RJ,BRASIL,0,1,22,8,2011,fim,0,semana,16,tarde
12619,3992,AVIÃO,CESSNA AIRCRAFT,172A,PISTÃO,1.0,998,4.0,1960.0,BRASIL,PARTICULAR,DESCIDA,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PANE SECA,MIRANDA,MS,BRASIL,0,1,20,8,2011,meio,5,fds,20,noite
12646,3992,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155,6.0,1999.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,DESTRUÍDA,1,ACIDENTE,PERDA DE CONTROLE EM VOO,JATAÍ,GO,BRASIL,0,1,18,9,2011,meio,6,fds,23,noite
12647,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720C,PISTÃO,1.0,1542,6.0,1980.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,DESTRUÍDA,0,ACIDENTE,FALHA DO MOTOR EM VOO,GOIÂNIA,GO,BRASIL,3,1,14,9,2011,meio,2,semana,17,tarde
12648,322,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,621,2.0,2011.0,BRASIL,INSTRUÇÃO,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,TIJUCAS DO SUL,PR,BRASIL,0,1,31,8,2011,fim,2,semana,18,tarde
12649,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,2003.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,CONCEIÇÃO DO COITÉ,BA,BRASIL,1,1,7,9,2011,inicio,2,semana,10,manha
12650,477,AVIÃO,PIPER AIRCRAFT,PA-25-260,PISTÃO,1.0,1315,1.0,1975.0,BRASIL,AGRÍCOLA,OUTRA FASE,AGRÍCOLA,DESTRUÍDA,0,ACIDENTE,PERDA DE CONTROLE EM VOO,ITOBI,SP,BRASIL,0,1,9,9,2011,inicio,4,semana,10,manha
12651,260,PLANADOR,INDÚSTRIA PARANAENSE DE ESTRUTURAS,KW1,SEM TRAÇÃO,0.0,280,1.0,1981.0,BRASIL,INSTRUÇÃO,APROXIMAÇÃO FINAL,INSTRUÇÃO,DESTRUÍDA,1,ACIDENTE,PERDA DE CONTROLE EM VOO,RIO CLARO,SP,BRASIL,0,1,18,9,2011,meio,6,fds,16,tarde
12652,1232,AVIÃO,CESSNA AIRCRAFT,310Q,PISTÃO,2.0,2404,6.0,1972.0,BRASIL,TÁXI AÉREO,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,0,ACIDENTE,COM TREM DE POUSO,IGUATU,CE,BRASIL,5,1,29,8,2011,fim,0,semana,10,manha
12653,3992,AVIÃO,HAWKER BEECHCRAFT,G58,PISTÃO,2.0,2495,6.0,2007.0,BRASIL,PARTICULAR,SUBIDA,PRIVADA,SUBSTANCIAL,3,ACIDENTE,PERDA DE CONTROLE EM VOO,ÂNGULO,PR,BRASIL,2,1,13,9,2011,meio,1,semana,11,manha
12654,3992,AVIÃO,BEECH AIRCRAFT,D35,PISTÃO,1.0,1236,4.0,1953.0,BRASIL,PARTICULAR,OUTRA FASE,PRIVADA,DESTRUÍDA,2,ACIDENTE,PERDA DE COMPONENTE EM VOO,SANTARÉM,PA,BRASIL,2,1,29,9,2011,fim,3,semana,18,tarde
12655,3992,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155,6.0,2001.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,POUSO SEM TREM,ORLÂNDIA,SP,BRASIL,0,1,2,9,2011,inicio,4,semana,20,noite
12656,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134,4.0,2010.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,DESTRUÍDA,3,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,SÃO SEBASTIÃO,SP,BRASIL,3,1,30,8,2011,fim,1,semana,11,manha
12658,2558,HELICÓPTERO,BELL HELICOPTER,206L-4,TURBOEIXO,1.0,2018,7.0,1995.0,BRASIL,ADMINISTRAÇÃO INDIRETA,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,ITAITUBA,PA,BRASIL,0,1,26,9,2011,fim,0,semana,18,tarde
12659,3992,ULTRALEVE,ULTRALEGER,MISTRAL,PISTÃO,1.0,395,2.0,1995.0,BRASIL,EXPERIMENTAL,DECOLAGEM,EXPERIMENTAL,SUBSTANCIAL,1,ACIDENTE,INDETERMINADA,MARINGÁ,PR,BRASIL,0,1,7,8,2011,inicio,6,fds,20,noite
12659,3992,ULTRALEVE,ULTRALEGER,MISTRAL,PISTÃO,1.0,395,2.0,1995.0,BRASIL,EXPERIMENTAL,POUSO,EXPERIMENTAL,SUBSTANCIAL,0,ACIDENTE,PERDA DE COMPONENTE NO SOLO,PALMEIRAS DE GOIÁS,GO,BRASIL,0,1,15,6,2013,meio,5,fds,11,manha
12660,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134,4.0,2009.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,ITAPIRATINS,TO,BRASIL,0,1,25,9,2011,fim,6,fds,13,tarde
12661,3992,AVIÃO,CIRRUS DESIGN,SR22,PISTÃO,1.0,1542,4.0,2007.0,BRASIL,PARTICULAR,PARTIDA DO MOTOR,PRIVADA,SUBSTANCIAL,0,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,GOIÂNIA,GO,BRASIL,2,1,28,9,2011,fim,2,semana,12,manha
12662,3992,ANFÍBIO,CONSOLIDATED,LAKE 250,PISTÃO,1.0,1424,4.0,1990.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,AVARÉ,SP,BRASIL,2,1,30,9,2011,fim,4,semana,18,tarde
12664,3992,AVIÃO,JAMES F GUZMAN,CHRISTEN EAGLE II,PISTÃO,1.0,726,2.0,1982.0,BRASIL,EXPERIMENTAL,MANOBRA,EXPERIMENTAL,DESTRUÍDA,1,ACIDENTE,OUTROS TIPOS,CURITIBA,PR,BRASIL,0,1,1,10,2011,inicio,5,fds,17,tarde
12665,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134,4.0,2008.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,DESTRUÍDA,2,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,RIO DE JANEIRO,RJ,BRASIL,2,1,10,9,2011,inicio,5,fds,23,noite
12666,5159,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,2004.0,BRASIL,AGRÍCOLA,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,IARAS,SP,BRASIL,1,1,19,9,2011,meio,0,semana,12,manha
12667,121,AVIÃO,EMBRAER,EMB-202,PISTÃO,1.0,1800,1.0,2010.0,BRASIL,AGRÍCOLA,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,POMPÉU,MG,BRASIL,0,1,17,9,2011,meio,5,fds,19,noite
12669,2214,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1.0,1800,1.0,2010.0,BRASIL,AGRÍCOLA,SUBIDA,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,ARÊS,RN,BRASIL,0,1,7,10,2011,inicio,4,semana,8,manha
12673,3992,ULTRALEVE,HERMANO VIANNA,P2002 SIERRA RG,PISTÃO,1.0,600,2.0,2007.0,BRASIL,EXPERIMENTAL,CIRCUITO DE TRÁFEGO,EXPERIMENTAL,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,RIO DE JANEIRO,RJ,BRASIL,0,1,4,10,2011,inicio,1,semana,17,tarde
12674,3992,AVIÃO,MELO TRANSPORTES E LOGISTICA LTDA,RV-10,PISTÃO,1.0,1224,4.0,2011.0,BRASIL,EXPERIMENTAL,CIRCUITO DE TRÁFEGO,EXPERIMENTAL,SUBSTANCIAL,0,INCIDENTE GRAVE,PERDA DE COMPONENTE EM VOO,ANÁPOLIS,GO,BRASIL,0,1,29,9,2011,fim,3,semana,20,noite
12675,3992,AVIÃO,SOCATA,TBM700N,TURBOÉLICE,1.0,3354,6.0,2007.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,0,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,LONDRINA,PR,BRASIL,1,1,7,10,2011,inicio,4,semana,14,tarde
12676,4597,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724,6.0,1974.0,BRASIL,ADMINISTRAÇÃO DIRETA,DECOLAGEM,POLICIAL,SUBSTANCIAL,0,INCIDENTE GRAVE,COM TREM DE POUSO,GOIÂNIA,GO,BRASIL,0,1,17,9,2011,meio,5,fds,14,tarde
12677,2361,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1993.0,BRASIL,INSTRUÇÃO,ARREMETIDA NO SOLO,INSTRUÇÃO,SUBSTANCIAL,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CURITIBA,PR,BRASIL,0,1,12,9,2011,meio,0,semana,19,noite
12685,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,PISTÃO,1.0,1315,4.0,1981.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,INCIDENTE GRAVE,COM TREM DE POUSO,GOIÂNIA,GO,BRASIL,0,1,9,10,2011,inicio,6,fds,19,noite
12689,2483,HELICÓPTERO,HELIBRAS,AS 350 B2,TURBOEIXO,1.0,2250,6.0,2009.0,BRASIL,TÁXI AÉREO,TÁXI,TÁXI AÉREO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,CARAUARI,AM,BRASIL,1,1,9,10,2011,inicio,6,fds,19,noite
12690,2331,HELICÓPTERO,ROBINSON HELICOPTER,R22,PISTÃO,1.0,621,2.0,1993.0,BRASIL,INSTRUÇÃO,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,GUARULHOS,SP,BRASIL,0,1,11,10,2011,meio,1,semana,13,tarde
12692,3992,AVIÃO,CESSNA AIRCRAFT,A188B,PISTÃO,1.0,1905,1.0,1976.0,BRASIL,AGRÍCOLA,DECOLAGEM,AGRÍCOLA,LEVE,0,ACIDENTE,FALHA DO MOTOR EM VOO,CONFRESA,MT,BRASIL,0,1,1,11,2011,inicio,1,semana,9,manha
12694,2452,HELICÓPTERO,EUROCOPTER FRANCE,AS 355 N,TURBOEIXO,2.0,2600,6.0,2001.0,BRASIL,TÁXI AÉREO,PARTIDA DO MOTOR,TÁXI AÉREO,SUBSTANCIAL,0,ACIDENTE,PERDA DE COMPONENTE EM VOO,ITACOATIARA,AM,BRASIL,2,1,18,10,2011,meio,1,semana,19,noite
12696,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-710C,PISTÃO,1.0,1361,4.0,1977.0,BRASIL,PARTICULAR,SUBIDA,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,ORIXIMINÁ,PA,BRASIL,0,1,30,10,2011,fim,6,fds,19,noite
12697,3992,ULTRALEVE,TACILLO JACOB FROHLICH,D3,PISTÃO,1.0,579,2.0,2003.0,BRASIL,EXPERIMENTAL,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,CRUZ ALTA,RS,BRASIL,0,1,21,6,2015,fim,6,fds,18,tarde
12697,3992,ULTRALEVE,TACILLO JACOB FROHLICH,D3,PISTÃO,1.0,579,2.0,2003.0,BRASIL,EXPERIMENTAL,DECOLAGEM,EXPERIMENTAL,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,ELDORADO DO SUL,RS,BRASIL,0,1,5,11,2011,inicio,5,fds,17,tarde
12700,3992,AVIÃO,PIPER AIRCRAFT,PA-46-350P,PISTÃO,1.0,1950,6.0,1998.0,BRASIL,PARTICULAR,DESCIDA,PRIVADA,SUBSTANCIAL,0,INCIDENTE GRAVE,PERDA DE CONTROLE EM VOO,POÇOS DE CALDAS,MG,BRASIL,0,1,14,10,2011,meio,4,semana,13,tarde
12700,3992,AVIÃO,PIPER AIRCRAFT,PA-46-350P,PISTÃO,1.0,1950,6.0,1998.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,COM TREM DE POUSO,SOROCABA,SP,BRASIL,0,1,24,4,2014,fim,3,semana,18,tarde
12701,6270,AVIÃO,EMBRAER,EMB-505,JATO,2.0,8150,0.0,2011.0,BRASIL,PARTICULAR,DESCIDA,PRIVADA,LEVE,0,INCIDENTE GRAVE,PERDA DE COMPONENTE EM VOO,PIQUETE,SP,BRASIL,0,1,25,10,2011,fim,1,semana,21,noite
12707,2327,AVIÃO,BOEING COMPANY,737-8EH,JATO,2.0,70533,193.0,2011.0,BRASIL,REGULAR,DECOLAGEM,REGULAR,NENHUM,0,INCIDENTE GRAVE,FALHA DE SISTEMA / COMPONENTE,SÃO PAULO,SP,BRASIL,5,1,16,10,2011,meio,6,fds,19,noite
12715,3897,HELICÓPTERO,EUROCOPTER DEUTSCHLAND,BO-105S,TURBOEIXO,2.0,2500,6.0,1997.0,BRASIL,TÁXI AÉREO,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,0,INCIDENTE GRAVE,PERDA DE COMPONENTE EM VOO,CARAUARI,AM,BRASIL,0,1,27,11,2011,fim,6,fds,12,manha
12718,3992,ULTRALEVE,JOAO HENRIQUE SIGNORELLI DRAEGER,VENTURA,PISTÃO,1.0,550,2.0,2010.0,BRASIL,EXPERIMENTAL,DECOLAGEM,EXPERIMENTAL,LEVE,0,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,AIMORÉS,MG,BRASIL,0,1,12,11,2011,meio,5,fds,21,noite
12719,4086,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,1994.0,BRASIL,AGRÍCOLA,OUTRA FASE,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,MIRADOR,PR,BRASIL,0,1,30,11,2011,fim,2,semana,13,tarde
12720,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134,4.0,2011.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,DESTRUÍDA,1,ACIDENTE,CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO,SÃO BENTO DO SUL,SC,BRASIL,1,1,9,12,2011,inicio,4,semana,16,tarde
12721,4524,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,1.0,1800,1.0,1980.0,BRASIL,AGRÍCOLA,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,1,ACIDENTE,PERDA DE CONTROLE NO SOLO,ARROIO GRANDE,RS,BRASIL,0,1,10,12,2011,inicio,5,fds,11,manha
12724,3992,AVIÃO,CESSNA AIRCRAFT,210N,PISTÃO,1.0,1724,0.0,1984.0,BRASIL,PARTICULAR,SUBIDA,PRIVADA,DESTRUÍDA,4,ACIDENTE,FALHA DO MOTOR EM VOO,CUIABÁ,MT,BRASIL,0,1,12,11,2011,meio,5,fds,20,noite
12726,3992,AVIÃO,CIRRUS DESIGN,SR20,PISTÃO,1.0,1315,4.0,2002.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,MIGUELÓPOLIS,SP,BRASIL,0,1,11,11,2011,meio,4,semana,15,tarde
12727,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,2003.0,BRASIL,PARTICULAR,ESPECIALIZADA,AGRÍCOLA,DESTRUÍDA,0,ACIDENTE,PERDA DE CONTROLE EM VOO,TABAPORÃ,MT,BRASIL,0,1,20,11,2011,meio,6,fds,19,noite
12730,317,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1993.0,BRASIL,INSTRUÇÃO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,PORTO ALEGRE,RS,BRASIL,2,1,21,12,2011,fim,2,semana,13,tarde
12732,4927,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,1.0,1800,1.0,1987.0,BRASIL,AGRÍCOLA,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,ÁGUA CLARA,MS,BRASIL,0,1,27,11,2011,fim,6,fds,10,manha
